code,date,open,high,low,close,change,volume,money,turnover,linear_k60,linear_k60_loss,linear_k20,linear_k20_loss,bias,atr,label_1,label_2
sh601100,2011-12-06,8.63,8.7,8.42,8.51,-0.018396,3879365.0,74901449.0,0.046183,0.0,0.0,0.0,0.0,0.0,0.0,0.01880141010575795,-0.08813160987074031
sh601100,2011-12-07,8.51,8.63,8.46,8.61,0.011452,2341873.0,45165228.0,0.027879,0.0,0.0,0.0,0.0,0.0,0.0,0.0069686411149826365,-0.12775842044134725
sh601100,2011-12-08,8.62,8.67,8.33,8.44,-0.019043,4798746.0,91955177.0,0.057128,0.0,0.0,0.0,0.0,0.0,0.0,0.004739336492891105,-0.12914691943127962
sh601100,2011-12-09,8.33,8.48,8.14,8.19,-0.030430000000000002,3584481.0,67077804.0,0.042672,0.0,0.0,0.0,0.0,0.0,0.0,0.006105006105006192,-0.10256410256410255
sh601100,2011-12-12,8.15,8.24,8.05,8.08,-0.012987,2494054.0,45892013.0,0.029691000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0037128712871286338,-0.09529702970297035
sh601100,2011-12-13,8.06,8.11,7.76,7.83,-0.03125,3589211.0,63917821.0,0.042729,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563201,-0.09578544061302682
sh601100,2011-12-14,7.76,7.92,7.51,7.54,-0.036786,3826755.0,66351747.0,0.045557,0.0,0.0,0.0,0.0,0.0,0.0,0.045092838196286456,-0.10344827586206899
sh601100,2011-12-16,7.36,7.73,7.35,7.72,0.023502000000000002,5132862.0,86969222.0,0.061105999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.020725388601036288,-0.12435233160621761
sh601100,2011-12-19,7.58,7.78,7.49,7.76,0.005166,3934606.0,67625914.0,0.046841,0.0,0.0,0.0,0.0,0.0,0.0,0.01546391752577321,-0.1288659793814433
sh601100,2011-12-20,7.71,7.88,7.31,7.52,-0.03084,3015200.0,52530200.0,0.035894999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.022606382978723513,-0.10106382978723402
sh601100,2011-12-21,7.61,7.65,7.08,7.1,-0.055980999999999996,4588165.0,76236092.0,0.054621,0.0,0.0,0.0,0.0,0.0,0.0,0.08309859154929589,-0.04788732394366196
sh601100,2011-12-22,7.04,7.08,6.76,6.89,-0.028714,4345398.0,67883480.0,0.05173099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.11611030478955019,-0.011611030478955018
sh601100,2011-12-23,6.84,7.18,6.81,7.0,0.016066999999999998,3144559.0,49933060.0,0.037435,0.0,0.0,0.0,0.0,0.0,0.0,0.09857142857142863,-0.01571428571428576
sh601100,2011-12-26,6.98,7.1,6.89,7.01,0.000633,2289122.0,36224884.0,0.027250999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0970042796005707,-0.014265335235377982
sh601100,2011-12-27,7.0,7.69,6.91,7.27,0.037926999999999995,7233928.0,119637113.0,0.086118,0.0,0.0,0.0,0.0,0.0,0.0,0.034387895460797804,-0.08528198074277844
sh601100,2011-12-28,7.09,7.42,7.08,7.39,0.016443,4181184.0,68644258.0,0.049776,0.0,0.0,0.0,0.0,0.0,0.0,0.017591339648173193,-0.10690121786197565
sh601100,2011-12-29,7.31,7.43,7.17,7.2,-0.025764,3791418.0,62277984.0,0.045136,0.0,0.0,0.0,0.0,0.0,0.0,0.04444444444444436,-0.08333333333333341
sh601100,2011-12-30,7.22,7.52,7.18,7.4,0.027675,4712832.0,77878343.0,0.056104999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.03918918918918919,-0.1081081081081082
sh601100,2012-01-04,7.46,7.46,7.09,7.16,-0.032914,2938401.0,48812413.0,0.034981,0.0,0.0,0.0,0.0,0.0,0.0,0.08240223463687149,-0.07821229050279337
sh601100,2012-01-05,7.09,7.09,6.65,6.7,-0.064356,3150883.0,48668104.0,0.037511,0.0,0.0,0.0,0.0,0.0,0.0,0.15671641791044774,-0.014925373134328438
sh601100,2012-01-06,6.71,6.93,6.6,6.89,0.029101,1905437.0,29050069.0,0.022684,0.0,0.0,0.0,0.0,0.0,0.0,0.12481857764876637,-0.014513788098693707
sh601100,2012-01-09,6.89,7.27,6.79,7.24,0.050771,3099725.0,49789648.0,0.036900999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.07044198895027622,-0.0151933701657459
sh601100,2012-01-10,7.24,7.69,7.19,7.54,0.041589999999999995,8484770.0,144701472.0,0.101009,0.0,0.0,0.0,0.0,0.0,0.0,0.05968169761273212,-0.05437665782493371
sh601100,2012-01-11,7.53,7.75,7.43,7.66,0.015854,4462993.0,76555026.0,0.053131,0.0,0.0,0.0,0.0,0.0,0.0,0.056135770234986906,-0.06919060052219324
sh601100,2012-01-12,7.6,7.7,7.45,7.5,-0.020809,2878707.0,49167286.0,0.03427,0.0,0.0,0.0,0.0,0.0,0.0,0.07866666666666665,-0.04933333333333335
sh601100,2012-01-13,7.42,7.51,7.13,7.2,-0.040142000000000004,3444915.0,56652420.0,0.041011,0.0,0.0,0.0,0.0,0.0,0.0,0.18611111111111098,-0.008333333333333403
sh601100,2012-01-16,7.21,7.38,7.14,7.26,0.00861,3449719.0,56731081.0,0.041068,0.0,0.0,0.0,0.0,0.0,0.0,0.1763085399449035,0.0
sh601100,2012-01-17,7.26,7.99,7.26,7.99,0.1,7345137.0,128649416.0,0.08744199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.06883604505632027,-0.033792240300375524
sh601100,2012-01-18,7.99,8.09,7.77,7.97,-0.0027719999999999997,4700930.0,84459437.0,0.055963,0.0,0.0,0.0,0.0,0.0,0.0,0.07151819322459214,-0.03136762860727729
sh601100,2012-01-19,7.89,8.04,7.72,7.87,-0.012229,4119052.0,73289598.0,0.049036,0.0,0.0,0.0,0.0,0.0,0.0,0.08513341804320192,-0.010165184243964431
sh601100,2012-01-20,7.89,8.54,7.83,8.21,0.043331,6879574.0,127672568.0,0.0819,0.0,0.0,0.0,0.0,0.0,0.0,0.014616321559074203,-0.05115712545676014
sh601100,2012-01-30,8.08,8.33,8.02,8.1,-0.013484000000000001,3572677.0,65770581.0,0.034025,0.0,0.0,0.0,0.0,0.0,0.0,0.017283950617284022,-0.03827160493827156
sh601100,2012-01-31,8.06,8.15,7.79,7.95,-0.018588999999999998,2334943.0,41845560.0,0.022238,0.0,0.0,0.0,0.0,0.0,0.0,0.036477987421383654,-0.026415094339622636
sh601100,2012-02-01,7.93,8.05,7.82,7.88,-0.008914,2249893.0,40260767.0,0.021428,0.0,0.0,0.0,0.0,0.0,0.0,0.0456852791878173,-0.017766497461928894
sh601100,2012-02-02,7.9,8.11,7.9,8.1,0.027544,3011298.0,54542773.0,0.028679000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.017283950617284022,-0.04444444444444438
sh601100,2012-02-03,8.1,8.24,8.0,8.15,0.0065650000000000005,2076204.0,38020898.0,0.019773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050306748466257684
sh601100,2012-02-06,8.15,8.15,7.84,7.95,-0.024457,3874896.0,69469187.0,0.036904,0.0,0.0,0.0,0.0,0.0,0.0,0.01886792452830182,-0.026415094339622636
sh601100,2012-02-07,7.89,7.91,7.74,7.81,-0.017827000000000003,2125466.0,37346574.0,0.020243,0.0,0.0,0.0,0.0,0.0,0.0,0.048655569782330335,-0.005121638924455831
sh601100,2012-02-08,7.8,8.0,7.77,7.98,0.021554,2273773.0,40584692.0,0.021655,-0.9130198660228592,0.07818786014633018,1.17405782737769,0.09586702629805377,0.3076197337983325,0.3415133044288786,0.03508771929824553,-0.022556390977443684
sh601100,2012-02-09,8.02,8.1,7.89,8.02,0.004997,2783634.0,50240952.0,0.026511,-0.8838290694568418,0.08148793095681416,1.1307624799087845,0.1056341494647769,0.5775304725610926,0.3320266556126342,0.02992518703241898,-0.02743142144638401
sh601100,2012-02-10,7.98,8.08,7.93,7.96,-0.00663,2757435.0,49698482.0,0.026261000000000003,-0.8705573433651832,0.08612637787861462,1.0309570451927286,0.12031092314974555,-0.12500524554401166,0.3184187735936839,0.03768844221105525,-0.02010050251256283
sh601100,2012-02-13,7.86,8.04,7.8,7.92,-0.005562,3097518.0,55193414.0,0.0295,-0.8375842841554423,0.0888484822076607,0.9235360766973295,0.13232466786282016,-0.448581774219277,0.31223905606061225,0.042929292929292914,0.0012626262626262356
sh601100,2012-02-14,7.93,8.19,7.93,8.15,0.028523000000000003,5895347.0,107561371.0,0.056146,-0.8197204355647326,0.0937409661465591,0.8814719687771471,0.14427042098867457,1.7325039590915736,0.30913039388360536,0.013496932515337352,-0.03803680981595098
sh601100,2012-02-15,8.11,8.26,7.93,8.25,0.012506999999999999,7119675.0,130148407.0,0.06780599999999999,-0.7683152851972872,0.09511665693792577,0.9126384936636808,0.16477058804696798,2.111131766056877,0.3102810799299444,0.0012121212121211863,-0.04969696969696971
sh601100,2012-02-16,8.26,8.26,7.97,8.1,-0.017723,5099193.0,93369098.0,0.048563999999999996,-0.7218434835457256,0.09707340867516828,0.8526012078351289,0.17081167481461512,0.18170051036304,0.3088060844919278,0.03209876543209874,-0.03209876543209874
sh601100,2012-02-17,8.1,8.16,7.95,8.04,-0.007654,2341458.0,42362983.0,0.0223,-0.6801145163289443,0.09976206390168778,0.7185717252778064,0.1596534693134264,-0.40091773929663427,0.3018438576111237,0.09577114427860714,-0.024875621890547178
sh601100,2012-02-20,8.14,8.15,7.98,7.98,-0.007162999999999999,2788291.0,50730382.0,0.026555000000000002,-0.6265646545535649,0.10071509850384452,0.6555220688426805,0.159919620822274,-0.8199623262070141,0.2923210517239605,0.10401002506265665,-0.01754385964912288
sh601100,2012-02-21,7.96,8.1,7.84,8.05,0.008324,3331387.0,59765274.0,0.031727,-0.5793120806754296,0.10248112500385374,0.5598897346919918,0.15421571272824114,0.035736321402327555,0.2898731431366905,0.09440993788819872,-0.0037267080745343024
sh601100,2012-02-22,8.06,8.23,8.02,8.19,0.017611,4885965.0,89923088.0,0.046533,-0.5326885024810422,0.10435069459265058,0.4485580155278097,0.14089374015725997,1.2618049829507418,0.28424946846756927,0.09279609279609277,-0.009768009768009777
sh601100,2012-02-23,8.24,8.36,8.11,8.2,0.001622,4279253.0,79472310.0,0.040755,-0.48892399079323423,0.10724931218428471,0.5026910486463899,0.15982670061972973,0.9857023010807675,0.2820025613190834,0.10121951219512197,-0.004878048780487702
sh601100,2012-02-24,8.21,8.81,8.16,8.66,0.055076,9741164.0,186708690.0,0.09277300000000001,-0.4365467615597002,0.10990886139329352,0.45724546583841086,0.14565794436088683,4.6619513777005634,0.3081588675213399,0.042725173210161574,-0.03926096997690529
sh601100,2012-02-27,8.67,8.77,8.54,8.56,-0.011259,6409353.0,125156378.0,0.061041,-0.3827936972592328,0.11434169334615675,0.5159532493813448,0.1346976795838004,2.4426020290669035,0.30273040866056966,0.054906542056074634,-0.028037383177570117
sh601100,2012-02-28,8.53,8.79,8.32,8.61,0.005693999999999999,4661612.0,90005332.0,0.044396,-0.30867702027004135,0.11446347207673425,0.5904567400242398,0.13444569924081107,2.1534197681159237,0.31435078263788363,0.048780487804878044,-0.03135888501742155
sh601100,2012-02-29,8.53,8.95,8.51,8.76,0.017499,5381506.0,106127845.0,0.051252,-0.22777701679715515,0.11405926211911613,0.6575574968564256,0.13504303994485134,2.7781352711663323,0.32334705515503787,0.03082191780821913,-0.047945205479452045
sh601100,2012-03-01,8.75,9.03,8.69,8.87,0.013151,4337496.0,87227327.0,0.041309,-0.1376653732981694,0.11159423782487836,0.7306174926071972,0.12846344603264578,2.872837934102543,0.3243709423082417,0.01803833145434049,-0.05975197294250275
sh601100,2012-03-02,8.88,8.99,8.77,8.91,0.003994,3367962.0,67358827.0,0.032076,-0.0462005720151806,0.11238703797606833,0.8528077906742033,0.12601778114455717,2.360886254239151,0.3170049525187504,0.01346801346801338,-0.063973063973064
sh601100,2012-03-05,8.94,9.03,8.81,8.83,-0.008951,3220461.0,64832717.0,0.030670999999999997,0.05173516865951554,0.11126302693355389,0.9392943337849416,0.11849350015199676,1.0256470417962797,0.3101964701804037,0.05889014722536801,-0.05549263873159685
sh601100,2012-03-06,8.8,8.81,8.34,8.48,-0.039137,5459848.0,105268052.0,0.051999000000000004,0.1551710995761498,0.11044295617798373,1.0351322390202204,0.11278062445131858,-2.145954463782784,0.32320016990865064,0.11674528301886794,-0.010613207547169793
sh601100,2012-03-07,8.48,8.65,8.39,8.54,0.007311,3783162.0,73217834.0,0.03603,0.2745861701230284,0.11306426244810913,1.0976697708562049,0.103365079692897,-1.0426093183991765,0.31895435922568594,0.10889929742388778,0.0011709601873538132
sh601100,2012-03-08,8.55,8.79,8.55,8.69,0.016589,3281573.0,64432080.0,0.031252999999999996,0.4170486324737132,0.11872623348612674,1.1189818706205887,0.09909646476387902,0.49581340239941674,0.31429502579421,0.08975834292290003,-0.005753739930954999
sh601100,2012-03-09,8.72,8.93,8.66,8.87,0.021418,3079947.0,61274421.0,0.029332999999999998,0.5380532081087332,0.11629983128278154,1.100899839184658,0.102381285356676,1.827562951628216,0.31063803249768496,0.06764374295377694,-0.02593010146561428
sh601100,2012-03-12,8.89,9.35,8.89,9.17,0.033949,5331045.0,110058759.0,0.050772000000000005,0.6348648979024011,0.10688201833032902,1.1704158967756209,0.1140872192563609,3.7095297420537183,0.32277797273042796,0.03271537622682669,-0.057797164667393604
sh601100,2012-03-13,9.17,9.47,9.17,9.25,0.008209000000000001,4517785.0,95135655.0,0.043026999999999996,0.6896215380859456,0.09198218981043738,1.1181110980936915,0.10551116321547241,3.2530428534436795,0.32114219238772396,0.014054054054054138,-0.06594594594594588
sh601100,2012-03-14,9.21,9.36,8.64,8.89,-0.038314,4015076.0,82144426.0,0.038238999999999995,0.7473975203062592,0.0806701394301925,1.0779215189173383,0.09671006084032543,-0.547951196104386,0.34958937894888015,0.05511811023622049,-0.021372328458942776
sh601100,2012-03-15,8.86,9.03,8.7,8.99,0.010956,3096139.0,61995361.0,0.029487,0.801314589384469,0.07028445932499727,1.0351938306177724,0.08937020925263478,0.4070109413474425,0.3483017981464221,0.04338153503893221,-0.011123470522803075
sh601100,2012-03-16,8.99,9.33,8.94,9.32,0.035961,2994958.0,62265178.0,0.028523000000000003,0.8362890249826167,0.05983689539594544,0.9708039566428144,0.0812280588511191,2.8895657738595055,0.3516478427253205,0.0064377682403434005,-0.08369098712446364
sh601100,2012-03-19,9.3,9.38,9.16,9.27,-0.004755,2023137.0,42340310.0,0.019268,0.8867156930300331,0.0532008719706599,0.9573291667437773,0.07959109213562683,1.6586245962313766,0.3423347575189705,0.0053937432578210045,-0.10355987055016172
sh601100,2012-03-20,9.31,9.32,9.04,9.12,-0.016722,2411182.0,49898103.0,0.022964,0.9352826300594361,0.04761323361029001,0.9220679365591327,0.08023568786626256,0.009758929879703464,0.33796257006675356,0.009868421052631759,-0.09758771929824549
sh601100,2012-03-21,9.16,9.21,8.89,9.1,-0.001458,1523958.0,31072123.0,0.014513999999999999,0.9722805647674074,0.041791088927601285,0.8697703507627399,0.0774418860272013,-0.1497759034837139,0.3370232932913306,0.007692307692307724,-0.1010989010989011
sh601100,2012-03-22,9.1,9.17,8.99,9.04,-0.007298999999999999,1242857.0,25394869.0,0.011837,1.0046158619327827,0.03669190439370986,0.8878403457115123,0.07735952000544111,-0.5785709070765852,0.32589265744996243,-0.0011061946902654633,-0.14159292035398224
sh601100,2012-03-23,8.99,9.03,8.54,8.63,-0.045098,3568638.0,70313155.0,0.033987,1.0260202912023395,0.03323302638686078,0.8759287756691503,0.08979947016803808,-3.68769761646864,0.3383288962035365,0.005793742757821429,-0.10081112398609512
sh601100,2012-03-26,8.65,8.68,8.31,8.38,-0.029261000000000002,2598316.0,49374221.0,0.024746,1.0308143754882029,0.03231409489206209,0.8047227787297796,0.1286188979895674,-4.714207720586882,0.34063377474300466,0.011933174224343632,-0.0739856801909309
sh601100,2012-03-27,8.42,8.48,8.23,8.31,-0.008461,2857630.0,53775992.0,0.027216000000000004,1.0191422069394727,0.034538447089305,0.6685337837695284,0.19630522703457823,-3.998776095554134,0.3343732178885358,0.033694344163658164,-0.0661853188929002
sh601100,2012-03-28,8.28,8.46,8.18,8.22,-0.010667,2726376.0,50987645.0,0.025965,0.9901081359592783,0.03942363645469558,0.326299271275354,0.23202189145721278,-3.65149483815348,0.33023723941125843,0.05231143552311432,-0.055961070559610804
sh601100,2012-03-29,8.27,8.27,7.76,7.88,-0.040431,3448566.0,62406222.0,0.032843000000000004,0.953125680001716,0.04704452306810191,-0.004417555205942026,0.21533594526632072,-5.576468838432505,0.3427938940733199,0.0977157360406092,-0.0050761421319797
sh601100,2012-03-30,7.88,8.08,7.84,8.04,0.020225,2590863.0,46233531.0,0.024675,0.9040062357870096,0.05455582958898135,-0.22569702719805568,0.21917637075938196,-2.6413580202266056,0.33553176829579223,0.07587064676616931,-0.008706467661691468
sh601100,2012-04-05,8.02,8.48,7.97,8.46,0.052313,3189765.0,60325564.0,0.030379000000000003,0.85693052001498,0.060523433586613065,-0.4106433047807488,0.2326239253497858,1.7339899627539512,0.3480264047823497,0.022458628841607504,-0.031914893617021434
sh601100,2012-04-06,8.48,8.59,8.33,8.45,-0.00157,2174931.0,41725440.0,0.020714,0.8133801966220049,0.06531308033172728,-0.5783154873982997,0.23421332083169558,1.1473791037916965,0.34203614770586455,0.023668639053254566,-0.030769230769230747
sh601100,2012-04-09,8.45,8.65,8.36,8.49,0.004717,1787563.0,34585300.0,0.017024,0.7722529529495864,0.06896579918189838,-0.7286000631179375,0.22537178043035608,1.1561875497937268,0.33768068202971246,0.01766784452296824,-0.05182567726737332
sh601100,2012-04-10,8.46,8.64,8.19,8.46,-0.0036520000000000003,1234297.0,23376001.0,0.011755,0.7295097932160984,0.07097614840137306,-0.8451341715699344,0.2088136635618028,0.5692332149495563,0.3457800218450721,0.015366430260047163,-0.048463356973995286
sh601100,2012-04-11,8.27,8.59,8.27,8.5,0.004712,1382659.0,26455019.0,0.013168000000000001,0.686969814099021,0.07182050697508313,-0.9303645066452795,0.19042640641093395,0.7440204576313544,0.3441531305248172,0.0235294117647058,-0.05294117647058815
sh601100,2012-04-12,8.38,8.53,8.35,8.49,-0.001042,2215656.0,42289094.0,0.021100999999999998,0.6487863171508972,0.07285944517350351,-0.9876780571707257,0.17673556038277113,0.4459873046998979,0.3325583866609295,0.04240282685512361,-0.05182567726737332
sh601100,2012-04-13,8.51,8.54,8.28,8.29,-0.023996,2477635.0,46911704.0,0.023597,0.6294113351389194,0.07638202543897153,-0.9998864639387627,0.17429927183061744,-1.3791605022870115,0.32744966691962196,0.072376357056695,-0.02895054282267774
sh601100,2012-04-16,8.23,8.26,8.05,8.2,-0.010154999999999999,1852344.0,34092279.0,0.017641,0.6281759627160244,0.08330846627957991,-0.9938250190051177,0.17525813462626413,-1.7622154282453533,0.3210301255549005,0.10365853658536604,0.001219512195122142
sh601100,2012-04-17,8.21,8.47,8.21,8.41,0.025378,2429463.0,45974636.0,0.023138,0.5978486259161727,0.08684881703415896,-0.9558625702769483,0.17998847270634072,0.5371507271504985,0.31749301329892804,0.07609988109393585,-0.020214030915576685
sh601100,2012-04-18,8.41,8.7,8.24,8.67,0.031069,3027022.0,57862182.0,0.028829,0.5499688739584476,0.08722902741715603,-0.8631480709099317,0.18742627434605205,2.576956745856621,0.3275039656445591,0.04382929642445223,-0.011534025374855783
sh601100,2012-04-19,8.67,8.85,8.57,8.66,-0.001532,2015562.0,39691630.0,0.019196,0.5283383168244514,0.09148118753593285,-0.7350034396570895,0.19325884872713392,1.7439239083134583,0.32387746723584615,0.04503464203233263,-0.008083140877598186
sh601100,2012-04-20,8.68,8.89,8.66,8.87,0.024041,3681470.0,72964894.0,0.035062,0.5059600395239542,0.09410412642271701,-0.5634040123180583,0.19997413021573476,2.9722068732791884,0.3172309006697061,0.020293122886133202,-0.03156708004509576
sh601100,2012-04-23,8.93,9.05,8.75,8.85,-0.0024980000000000002,2640146.0,53087788.0,0.025144,0.495745442189479,0.09738885542563139,-0.32828710856165033,0.20019572871858649,1.9419585410422133,0.31616824018345807,0.019209039548022593,-0.029378531073446304
sh601100,2012-04-24,8.77,8.97,8.59,8.69,-0.017526,2327222.0,45905148.0,0.022164,0.5388287353940153,0.11100518980699396,-0.07156072134943822,0.2114702606520383,0.07065151591817222,0.3206649209522773,0.04948216340621401,-0.009205983889528202
sh601100,2012-04-25,8.64,8.89,8.61,8.73,0.004587,2224919.0,44056289.0,0.02119,0.551908328969619,0.1175359004705365,0.26100521242768654,0.22498853815397904,0.3789076419976354,0.3179221288097522,0.044673539518900206,-0.004581901489118089
sh601100,2012-04-26,8.7,8.97,8.7,8.88,0.016743,1713870.0,34238327.0,0.016323,0.5455691356734261,0.11746785280606628,0.6072552683064472,0.19425944257546535,1.4936164746804004,0.31378900868900095,0.027027027027026848,-0.02139639639639654
sh601100,2012-04-27,8.9,8.92,8.69,8.75,-0.014471000000000001,1770048.0,35006015.0,0.016858,0.5346312854632002,0.11735722641751739,0.8489034078328533,0.14036516304793015,0.0055616641210768075,0.3077526403666781,0.0422857142857142,-0.008000000000000033
sh601100,2012-05-02,8.92,9.02,8.78,8.96,0.023797,2579073.0,51943656.0,0.024562999999999998,0.5219369979149195,0.11714408803267898,1.0132115159677508,0.09657344103224655,1.706623344567544,0.3049983110027136,0.017857142857142672,-0.03236607142857153
sh601100,2012-05-03,9.0,9.12,8.94,9.02,0.006924,1986801.0,40498778.0,0.018922,0.5160289956498114,0.11702198578856009,0.984900657946411,0.08001068749196079,1.6939400268991698,0.2953283839734266,0.0022172949002216822,-0.03880266075388023
sh601100,2012-05-04,9.04,9.04,8.87,8.97,-0.005894,1502642.0,30356632.0,0.014311,0.5107331138585891,0.11686914884781047,0.95001936530725,0.07668488205524782,0.8047059935594006,0.28628476980264733,0.0078037904124858976,-0.05239687848383507
sh601100,2012-05-07,8.9,9.04,8.75,8.83,-0.015316,2261422.0,45205708.0,0.021537,0.49987509254171175,0.11651516556833422,0.9686762039196323,0.07978532605435945,-0.5502165818730171,0.2863581876094297,0.006795016987542525,-0.04756511891279727
sh601100,2012-05-08,8.88,8.89,8.68,8.77,-0.006021,2088935.0,41265142.0,0.019895,0.48466325629408114,0.11592707116857305,1.0111300941161094,0.08666828380222065,-0.8787778603313638,0.28091657748094284,0.0022805017103762343,-0.07525655644241735
